lead_id,fecha_registro,canal,empresa_id,punto_venta_id,modelo_cotizado,precio_lista,horas_al_primer_contacto,numero_contactos,manifesto_cuota_inicial,forma_pago_declarada,pidio_cita,desenlace
HX-01162,2026-05-09,Meta Ads,EMP-01,PV-005,Suzuki Best 125,6590000,1,3,SI,credito,NO,Perdido
HX-01163,2026-05-20,WhatsApp,EMP-01,PV-004,Bajaj Discover 125,6990000,24,7,SI,credito,NO,Perdido
HX-01164,2026-03-21,Meta Ads,EMP-01,PV-001,Honda CB 125F Twister,7990000,72,5,NO_INFORMA,credito,SI,Perdido
HX-01165,2026-03-04,Formulario Web,EMP-01,PV-003,Bajaj Pulsar NS 125,8990000,,0,SI,no_informa,NO,Sin gestión
HX-01166,2026-06-14,WhatsApp,EMP-02,PV-008,Hero Dash 110,6290000,120,2,NO_INFORMA,credito,NO,Perdido
HX-01167,2026-04-04,WhatsApp,EMP-03,PV-014,Hero Hunk 160R,10490000,72,6,NO_INFORMA,no_informa,NO,Perdido
HX-01168,2026-06-15,Meta Ads,EMP-03,PV-015,Bajaj Pulsar NS 160,11290000,48,1,NO,credito,NO,Perdido
HX-01169,2026-07-20,WhatsApp,EMP-03,PV-014,Honda CB 125F Twister,7990000,2,5,SI,credito,NO,Perdido
HX-01170,2026-04-04,Meta Ads,EMP-02,PV-007,Honda CB 190R,13990000,2,2,NO,contado,SI,Cerrado
HX-01171,2026-05-06,WhatsApp,EMP-03,PV-013,AKT Dynamic R3 125,5590000,1,2,NO,credito,SI,Perdido
HX-01172,2026-03-27,WhatsApp,EMP-01,PV-003,Honda Dio 110,6890000,,0,SI,no_informa,NO,Sin gestión
HX-01173,2026-05-26,WhatsApp,EMP-03,PV-015,AKT Dynamic R3 125,5590000,1,5,SI,no_informa,NO,Perdido
HX-01174,2026-04-11,WhatsApp,EMP-03,PV-012,Hero Hunk 160R,10490000,24,5,NO_INFORMA,credito,NO,Perdido
HX-01175,2026-07-04,Meta Ads,EMP-03,PV-015,AKT NKD 125,5290000,,0,NO_INFORMA,no_informa,NO,Sin gestión
HX-01176,2026-04-28,Formulario Web,EMP-02,PV-010,Suzuki Gixxer 150,11990000,16,6,NO,credito,SI,Perdido
HX-01177,2026-07-25,Meta Ads,EMP-02,PV-010,Bajaj Discover 125,6990000,48,3,SI,credito,NO,Perdido
HX-01178,2026-03-19,WhatsApp,EMP-02,PV-010,AKT Dynamic R3 125,5590000,0.5,4,SI,no_informa,NO,Perdido
HX-01179,2026-03-05,WhatsApp,EMP-02,PV-010,Suzuki GN 125,7490000,48,7,SI,credito,NO,Perdido
HX-01180,2026-05-15,WhatsApp,EMP-03,PV-012,AKT Dynamic R3 125,5590000,16,2,SI,contado,NO,Perdido
HX-01181,2026-04-30,WhatsApp,EMP-03,PV-014,Honda CB 190R,13990000,,0,NO,no_informa,NO,Sin gestión
HX-01182,2026-06-09,Meta Ads,EMP-02,PV-008,Honda CB 190R,13990000,48,3,NO,credito,NO,Perdido
HX-01183,2026-06-14,WhatsApp,EMP-03,PV-012,Suzuki Gixxer 150,11990000,0.5,6,NO_INFORMA,credito,NO,Perdido
HX-01184,2026-03-10,Meta Ads,EMP-03,PV-013,Suzuki GN 125,7490000,8,4,NO,credito,NO,Perdido
HX-01185,2026-04-24,Meta Ads,EMP-01,PV-005,Honda Dio 110,6890000,4,6,NO,credito,SI,Perdido
HX-01186,2026-05-19,Meta Ads,EMP-03,PV-012,Honda Dio 110,6890000,2,5,NO,credito,SI,Perdido
HX-01187,2026-07-04,Formulario Web,EMP-01,PV-002,Bajaj Discover 125,6990000,72,4,SI,credito,NO,Perdido
HX-01188,2026-06-10,WhatsApp,EMP-03,PV-013,Bajaj Boxer CT 100,5790000,72,2,SI,no_informa,NO,Perdido
HX-01189,2026-03-10,Meta Ads,EMP-01,PV-001,Honda XRE 300,22900000,24,2,SI,contado,NO,Perdido
HX-01190,2026-05-22,Meta Ads,EMP-01,PV-004,AKT NKD 125,5290000,0.5,6,NO_INFORMA,credito,NO,Perdido
HX-01191,2026-03-23,Meta Ads,EMP-01,PV-002,Bajaj Pulsar RS 200,15490000,24,4,NO,no_informa,NO,Perdido
HX-01192,2026-04-08,Formulario Web,EMP-03,PV-013,Bajaj Discover 125,6990000,1,2,SI,credito,NO,Perdido
HX-01193,2026-05-27,WhatsApp,EMP-01,PV-004,Bajaj Discover 125,6990000,72,6,NO,credito,NO,Perdido
HX-01194,2026-03-06,WhatsApp,EMP-02,PV-006,Honda Navi,7290000,2,3,NO,no_informa,SI,Perdido
HX-01195,2026-07-12,Meta Ads,EMP-01,PV-001,Honda XR 150L,11490000,1,1,NO,credito,NO,Perdido
HX-01196,2026-05-19,WhatsApp,EMP-03,PV-012,Honda Dio 110,6890000,120,7,NO,credito,NO,Perdido
HX-01197,2026-03-11,Meta Ads,EMP-03,PV-015,AKT TTR 200,9890000,24,6,NO,credito,NO,Perdido
HX-01198,2026-06-01,Meta Ads,EMP-03,PV-011,Bajaj Boxer CT 100,5790000,16,3,NO,contado,SI,Perdido
HX-01199,2026-07-14,WhatsApp,EMP-02,PV-009,Suzuki GN 125,7490000,48,5,NO,credito,NO,Perdido
HX-01200,2026-05-30,Meta Ads,EMP-02,PV-008,Hero Dash 110,6290000,,0,NO,contado,NO,Sin gestión
HX-01201,2026-06-16,Meta Ads,EMP-02,PV-008,Honda Navi,7290000,16,1,SI,credito,NO,Perdido
HX-01202,2026-06-27,WhatsApp,EMP-02,PV-006,Hero Dash 110,6290000,16,5,NO_INFORMA,no_informa,NO,Perdido
HX-01203,2026-04-09,Meta Ads,EMP-02,PV-009,Honda Navi,7290000,24,3,SI,credito,NO,Perdido
HX-01204,2026-04-22,WhatsApp,EMP-01,PV-003,Honda CB 125F Twister,7990000,2,5,NO_INFORMA,no_informa,NO,Perdido
HX-01205,2026-06-26,WhatsApp,EMP-01,PV-001,Honda CB 125F Twister,7990000,120,3,SI,no_informa,NO,Perdido
HX-01206,2026-06-27,WhatsApp,EMP-01,PV-004,Hero Dash 110,6290000,4,3,NO_INFORMA,contado,NO,Perdido
HX-01207,2026-06-07,WhatsApp,EMP-01,PV-005,Suzuki GN 125,7490000,24,1,NO_INFORMA,credito,SI,Perdido
HX-01208,2026-04-28,Meta Ads,EMP-01,PV-003,Bajaj Pulsar NS 125,8990000,0.5,6,NO_INFORMA,credito,NO,Perdido
HX-01209,2026-03-27,WhatsApp,EMP-03,PV-013,Suzuki GN 125,7490000,8,3,NO_INFORMA,credito,NO,Perdido
HX-01210,2026-06-03,Formulario Web,EMP-01,PV-001,Honda Dio 110,6890000,120,5,SI,credito,NO,Perdido
HX-01211,2026-03-17,WhatsApp,EMP-03,PV-014,Suzuki GN 125,7490000,1,1,NO,credito,NO,Perdido
HX-01212,2026-05-27,Formulario Web,EMP-03,PV-015,Hero Dash 110,6290000,4,1,SI,no_informa,NO,Perdido
HX-01213,2026-06-03,Formulario Web,EMP-01,PV-001,Honda CB 190R,13990000,,0,SI,credito,SI,Sin gestión
HX-01214,2026-03-16,WhatsApp,EMP-02,PV-009,Honda XR 150L,11490000,8,1,NO,credito,SI,Perdido
HX-01215,2026-07-22,Meta Ads,EMP-02,PV-007,Hero Xpulse 200,14990000,24,2,NO,no_informa,SI,Perdido
HX-01216,2026-06-30,WhatsApp,EMP-02,PV-010,Bajaj Pulsar NS 125,8990000,1,3,SI,credito,NO,Perdido
HX-01217,2026-04-28,Meta Ads,EMP-01,PV-005,AKT TTR 200,9890000,1,5,SI,contado,NO,Perdido
HX-01218,2026-04-08,WhatsApp,EMP-01,PV-001,Suzuki Best 125,6590000,1,4,NO,credito,NO,Perdido
HX-01219,2026-05-18,WhatsApp,EMP-02,PV-006,AKT Evo RS 150,7190000,24,1,NO,no_informa,NO,Perdido
HX-01220,2026-06-27,Meta Ads,EMP-03,PV-012,AKT Evo RS 150,7190000,24,5,SI,no_informa,NO,Perdido
HX-01221,2026-06-19,Meta Ads,EMP-02,PV-008,AKT Evo RS 150,7190000,16,3,SI,credito,NO,Perdido
HX-01222,2026-04-29,Formulario Web,EMP-03,PV-015,Honda Navi,7290000,0.5,2,SI,credito,NO,Perdido
HX-01223,2026-07-05,WhatsApp,EMP-02,PV-006,Honda XRE 300,22900000,,0,NO,credito,NO,Sin gestión
HX-01224,2026-07-19,Formulario Web,EMP-01,PV-005,Honda Dio 110,6890000,0.5,3,SI,no_informa,NO,Perdido
HX-01225,2026-07-18,Meta Ads,EMP-01,PV-005,AKT Evo RS 150,7190000,1,1,NO,no_informa,NO,Perdido
HX-01226,2026-04-17,Meta Ads,EMP-02,PV-007,Honda XR 150L,11490000,4,1,SI,credito,NO,Cerrado
HX-01227,2026-06-28,WhatsApp,EMP-03,PV-011,Honda CB 190R,13990000,24,6,SI,credito,NO,Perdido
HX-01228,2026-03-11,Meta Ads,EMP-02,PV-008,Hero Dash 110,6290000,24,2,SI,credito,NO,Perdido
HX-01229,2026-04-30,Meta Ads,EMP-03,PV-015,Bajaj Boxer CT 100,5790000,120,4,NO,credito,NO,Perdido
HX-01230,2026-05-07,Formulario Web,EMP-01,PV-001,Bajaj Pulsar NS 125,8990000,24,1,SI,no_informa,SI,Perdido
HX-01231,2026-03-13,Meta Ads,EMP-01,PV-002,AKT Evo RS 150,7190000,1,6,NO_INFORMA,credito,NO,Perdido
HX-01232,2026-04-23,WhatsApp,EMP-03,PV-012,Hero Xpulse 200,14990000,24,1,SI,credito,NO,Perdido
HX-01233,2026-05-07,Meta Ads,EMP-03,PV-011,AKT TTR 200,9890000,8,3,SI,credito,NO,Perdido
HX-01234,2026-05-15,Formulario Web,EMP-01,PV-004,Honda XR 150L,11490000,1,3,SI,credito,NO,Perdido
HX-01235,2026-07-10,WhatsApp,EMP-01,PV-004,Honda Dio 110,6890000,4,4,NO_INFORMA,credito,SI,Perdido
HX-01236,2026-03-09,WhatsApp,EMP-03,PV-013,Hero Eco Deluxe 100,4990000,120,4,NO,credito,SI,Perdido
HX-01237,2026-05-19,Meta Ads,EMP-01,PV-001,AKT Dynamic R3 125,5590000,48,4,NO_INFORMA,contado,NO,Perdido
HX-01238,2026-06-27,WhatsApp,EMP-03,PV-015,Suzuki Best 125,6590000,,0,SI,no_informa,NO,Sin gestión
HX-01239,2026-05-05,WhatsApp,EMP-03,PV-012,Bajaj Pulsar RS 200,15490000,8,6,SI,credito,NO,Cerrado
HX-01240,2026-04-21,Formulario Web,EMP-01,PV-001,AKT Evo RS 150,7190000,4,3,SI,credito,NO,Perdido
HX-01241,2026-05-14,Meta Ads,EMP-02,PV-007,AKT TTR 200,9890000,,0,NO,credito,SI,Sin gestión
HX-01242,2026-05-17,WhatsApp,EMP-02,PV-009,Hero Dash 110,6290000,48,6,NO_INFORMA,no_informa,NO,Perdido
HX-01243,2026-06-16,Formulario Web,EMP-01,PV-001,Hero Eco Deluxe 100,4990000,4,2,NO_INFORMA,contado,SI,Perdido
HX-01244,2026-06-02,Meta Ads,EMP-03,PV-013,Honda Navi,7290000,2,5,NO_INFORMA,credito,NO,Perdido
HX-01245,2026-04-26,WhatsApp,EMP-02,PV-007,Bajaj Pulsar RS 200,15490000,2,5,SI,credito,NO,Perdido
HX-01246,2026-07-01,WhatsApp,EMP-02,PV-009,AKT NKD 125,5290000,4,3,NO_INFORMA,credito,NO,Perdido
HX-01247,2026-04-07,Meta Ads,EMP-02,PV-009,Bajaj Dominar 400,24900000,8,3,SI,credito,SI,Perdido
HX-01248,2026-04-27,Formulario Web,EMP-01,PV-003,AKT Dynamic R3 125,5590000,8,1,SI,contado,SI,Cerrado
HX-01249,2026-06-07,Formulario Web,EMP-02,PV-009,Bajaj Discover 125,6990000,8,7,NO_INFORMA,credito,NO,Perdido
HX-01250,2026-05-29,Meta Ads,EMP-01,PV-004,Hero Dash 110,6290000,72,7,NO,contado,NO,Perdido
HX-01251,2026-04-10,Meta Ads,EMP-02,PV-010,Bajaj Pulsar NS 125,8990000,1,3,SI,credito,NO,Perdido
HX-01252,2026-06-04,Meta Ads,EMP-01,PV-001,Suzuki GN 125,7490000,48,7,NO_INFORMA,contado,SI,Perdido
HX-01253,2026-05-13,WhatsApp,EMP-03,PV-015,Hero Hunk 160R,10490000,4,3,NO_INFORMA,credito,NO,Perdido
HX-01254,2026-04-28,Meta Ads,EMP-03,PV-015,AKT Evo RS 150,7190000,4,1,SI,credito,SI,Perdido
HX-01255,2026-03-30,WhatsApp,EMP-02,PV-010,Honda CB 125F Twister,7990000,1,7,NO_INFORMA,credito,SI,Perdido
HX-01256,2026-06-24,WhatsApp,EMP-03,PV-014,AKT Evo RS 150,7190000,0.5,5,SI,credito,SI,Perdido
HX-01257,2026-05-31,WhatsApp,EMP-02,PV-010,Hero Dash 110,6290000,24,5,SI,credito,NO,Perdido
HX-01258,2026-05-17,Meta Ads,EMP-02,PV-010,Suzuki GN 125,7490000,1,4,SI,contado,NO,Perdido
HX-01259,2026-04-22,WhatsApp,EMP-01,PV-002,Bajaj Dominar 400,24900000,72,3,SI,contado,NO,Perdido
HX-01260,2026-04-17,WhatsApp,EMP-03,PV-014,Bajaj Discover 125,6990000,48,7,SI,credito,NO,Cerrado
HX-01261,2026-03-22,WhatsApp,EMP-03,PV-014,Hero Xpulse 200,14990000,1,2,NO_INFORMA,no_informa,NO,Perdido
HX-01262,2026-03-02,Formulario Web,EMP-01,PV-002,Bajaj Pulsar NS 125,8990000,120,7,SI,credito,NO,Perdido
HX-01263,2026-07-23,WhatsApp,EMP-03,PV-012,Hero Dash 110,6290000,4,1,NO_INFORMA,credito,NO,Perdido
HX-01264,2026-03-29,WhatsApp,EMP-02,PV-008,Suzuki GN 125,7490000,4,3,SI,credito,NO,Perdido
HX-01265,2026-04-26,WhatsApp,EMP-01,PV-001,AKT Evo RS 150,7190000,120,5,SI,credito,NO,Cerrado
HX-01266,2026-03-03,WhatsApp,EMP-03,PV-014,Honda CB 125F Twister,7990000,,0,NO_INFORMA,credito,SI,Sin gestión
HX-01267,2026-07-03,Meta Ads,EMP-01,PV-004,AKT Evo RS 150,7190000,4,7,NO,contado,NO,Perdido
HX-01268,2026-06-14,Meta Ads,EMP-03,PV-014,Honda Dio 110,6890000,1,7,NO_INFORMA,contado,SI,Perdido
HX-01269,2026-05-13,WhatsApp,EMP-02,PV-009,Bajaj Discover 125,6990000,1,1,NO_INFORMA,credito,SI,Perdido
HX-01270,2026-05-29,Meta Ads,EMP-03,PV-015,AKT TTR 200,9890000,8,6,SI,credito,NO,Perdido
HX-01271,2026-04-17,WhatsApp,EMP-01,PV-003,Honda Dio 110,6890000,,0,NO,credito,NO,Sin gestión
HX-01272,2026-05-27,WhatsApp,EMP-01,PV-004,Honda CB 190R,13990000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-01273,2026-05-20,Formulario Web,EMP-01,PV-004,Bajaj Discover 125,6990000,24,7,NO,credito,NO,Perdido
HX-01274,2026-04-12,Meta Ads,EMP-03,PV-011,Hero Dash 110,6290000,4,2,NO_INFORMA,no_informa,NO,Perdido
HX-01275,2026-03-21,Formulario Web,EMP-01,PV-005,Hero Eco Deluxe 100,4990000,72,4,SI,contado,NO,Cerrado
HX-01276,2026-03-05,WhatsApp,EMP-03,PV-013,Honda XRE 300,22900000,72,3,SI,credito,NO,Perdido
HX-01277,2026-06-18,WhatsApp,EMP-01,PV-001,AKT TTR 200,9890000,4,6,SI,credito,NO,Perdido
HX-01278,2026-03-18,WhatsApp,EMP-01,PV-001,Suzuki GN 125,7490000,1,5,NO,no_informa,NO,Perdido
HX-01279,2026-06-13,Formulario Web,EMP-03,PV-011,Hero Eco Deluxe 100,4990000,2,7,NO_INFORMA,credito,NO,Perdido
HX-01280,2026-03-08,Formulario Web,EMP-03,PV-014,Suzuki V-Strom 250,21900000,72,5,NO_INFORMA,credito,SI,Perdido
HX-01281,2026-03-03,WhatsApp,EMP-01,PV-003,Hero Eco Deluxe 100,4990000,120,6,NO,no_informa,NO,Perdido
HX-01282,2026-06-03,WhatsApp,EMP-03,PV-014,Bajaj Pulsar NS 125,8990000,,0,NO,contado,NO,Sin gestión
HX-01283,2026-04-22,Meta Ads,EMP-01,PV-004,Honda Navi,7290000,8,1,SI,credito,NO,Perdido
HX-01284,2026-07-26,WhatsApp,EMP-01,PV-005,Suzuki GN 125,7490000,48,7,NO,credito,NO,Perdido
HX-01285,2026-03-07,Meta Ads,EMP-03,PV-015,Honda XRE 300,22900000,0.5,7,NO,credito,NO,Perdido
HX-01286,2026-04-26,WhatsApp,EMP-01,PV-004,Honda CB 125F Twister,7990000,24,6,SI,no_informa,NO,Perdido
HX-01287,2026-04-12,Meta Ads,EMP-02,PV-009,Bajaj Discover 125,6990000,16,6,NO,contado,NO,Perdido
HX-01288,2026-04-30,Meta Ads,EMP-03,PV-011,Hero Eco Deluxe 100,4990000,2,6,SI,credito,NO,Cerrado
HX-01289,2026-04-21,Meta Ads,EMP-02,PV-007,Honda CB 125F Twister,7990000,4,7,SI,contado,NO,Perdido
HX-01290,2026-06-13,Meta Ads,EMP-01,PV-005,Suzuki Best 125,6590000,72,1,SI,contado,NO,Perdido
HX-01291,2026-03-28,Formulario Web,EMP-03,PV-012,Bajaj Pulsar NS 125,8990000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-01292,2026-03-21,WhatsApp,EMP-01,PV-002,Honda Dio 110,6890000,1,6,NO,contado,SI,Cerrado
HX-01293,2026-06-09,WhatsApp,EMP-01,PV-004,Bajaj Pulsar NS 160,11290000,72,3,NO,credito,SI,Perdido
HX-01294,2026-05-05,WhatsApp,EMP-03,PV-012,Honda Navi,7290000,24,3,NO,credito,SI,Perdido
HX-01295,2026-03-21,Meta Ads,EMP-02,PV-007,Honda Navi,7290000,8,6,NO_INFORMA,credito,NO,Perdido
HX-01296,2026-03-25,WhatsApp,EMP-03,PV-013,AKT Dynamic R3 125,5590000,1,7,SI,credito,NO,Perdido
HX-01297,2026-06-29,WhatsApp,EMP-01,PV-002,Hero Eco Deluxe 100,4990000,0.5,7,SI,contado,NO,Perdido
HX-01298,2026-04-23,WhatsApp,EMP-03,PV-013,Bajaj Pulsar NS 160,11290000,48,7,NO,credito,SI,Perdido
HX-01299,2026-04-06,Formulario Web,EMP-02,PV-010,Honda CB 190R,13990000,1,4,NO,no_informa,NO,Cerrado
HX-01300,2026-04-04,Meta Ads,EMP-01,PV-001,Bajaj Discover 125,6990000,24,6,NO,credito,SI,Perdido
HX-01301,2026-04-13,WhatsApp,EMP-03,PV-015,Hero Eco Deluxe 100,4990000,120,4,NO,credito,NO,Perdido
HX-01302,2026-05-06,Meta Ads,EMP-01,PV-002,Bajaj Pulsar NS 160,11290000,4,5,SI,no_informa,NO,Perdido
HX-01303,2026-04-09,WhatsApp,EMP-01,PV-004,Bajaj Pulsar NS 125,8990000,120,1,NO,no_informa,NO,Perdido
HX-01304,2026-03-17,Meta Ads,EMP-02,PV-006,Honda CB 190R,13990000,1,4,NO,credito,SI,Perdido
HX-01305,2026-07-19,WhatsApp,EMP-01,PV-003,Honda CB 190R,13990000,,0,NO,credito,NO,Sin gestión
HX-01306,2026-03-26,Formulario Web,EMP-03,PV-015,Honda CB 125F Twister,7990000,2,1,NO_INFORMA,credito,NO,Perdido
HX-01307,2026-05-02,WhatsApp,EMP-03,PV-014,Bajaj Boxer CT 100,5790000,2,6,SI,contado,SI,Perdido
HX-01308,2026-07-06,Formulario Web,EMP-02,PV-006,Suzuki GN 125,7490000,0.5,5,SI,credito,SI,Perdido
HX-01309,2026-07-07,WhatsApp,EMP-01,PV-004,Honda Dio 110,6890000,72,2,NO_INFORMA,credito,SI,Perdido
HX-01310,2026-05-27,Meta Ads,EMP-03,PV-014,Honda CB 190R,13990000,16,7,SI,contado,NO,Cerrado
HX-01311,2026-03-07,Formulario Web,EMP-03,PV-012,AKT TTR 200,9890000,0.5,6,NO_INFORMA,no_informa,SI,Perdido
HX-01312,2026-07-09,WhatsApp,EMP-02,PV-006,AKT NKD 125,5290000,72,2,SI,credito,NO,Perdido
HX-01313,2026-07-16,WhatsApp,EMP-02,PV-007,Honda XR 150L,11490000,8,2,NO,credito,NO,Perdido
HX-01314,2026-04-30,WhatsApp,EMP-03,PV-012,Honda XRE 300,22900000,48,6,SI,credito,SI,Perdido
HX-01315,2026-07-20,WhatsApp,EMP-02,PV-007,Honda Navi,7290000,120,5,NO_INFORMA,credito,NO,Perdido
HX-01316,2026-03-17,WhatsApp,EMP-02,PV-006,Honda CB 125F Twister,7990000,1,2,SI,no_informa,NO,Perdido
HX-01317,2026-04-20,WhatsApp,EMP-03,PV-011,Bajaj Boxer CT 100,5790000,72,6,NO_INFORMA,credito,NO,Perdido
HX-01318,2026-05-07,WhatsApp,EMP-03,PV-013,Honda CB 190R,13990000,16,2,SI,credito,NO,Perdido
HX-01319,2026-04-10,Meta Ads,EMP-03,PV-013,Bajaj Pulsar NS 125,8990000,1,7,NO,no_informa,NO,Cerrado
HX-01320,2026-03-04,WhatsApp,EMP-01,PV-003,AKT NKD 125,5290000,2,1,SI,credito,NO,Perdido
HX-01321,2026-04-19,Meta Ads,EMP-03,PV-015,AKT Evo RS 150,7190000,,0,SI,credito,SI,Sin gestión
HX-01322,2026-07-18,WhatsApp,EMP-03,PV-012,Honda XR 150L,11490000,8,1,SI,contado,NO,Perdido
HX-01323,2026-06-03,Meta Ads,EMP-03,PV-011,Bajaj Dominar 400,24900000,0.5,7,NO,credito,SI,Perdido
HX-01324,2026-03-22,Meta Ads,EMP-03,PV-011,Bajaj Discover 125,6990000,72,1,SI,credito,NO,Perdido
HX-01325,2026-05-22,WhatsApp,EMP-01,PV-005,Hero Hunk 160R,10490000,8,6,NO,credito,SI,Perdido
HX-01326,2026-04-18,Meta Ads,EMP-03,PV-013,Suzuki GN 125,7490000,120,5,SI,credito,NO,Perdido
HX-01327,2026-05-22,Meta Ads,EMP-02,PV-009,Bajaj Pulsar NS 125,8990000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-01328,2026-03-29,WhatsApp,EMP-02,PV-006,Suzuki GN 125,7490000,72,4,SI,credito,NO,Perdido
HX-01329,2026-04-19,WhatsApp,EMP-02,PV-008,Bajaj Discover 125,6990000,120,6,NO_INFORMA,contado,SI,Perdido
HX-01330,2026-03-11,WhatsApp,EMP-02,PV-006,Bajaj Discover 125,6990000,8,5,SI,no_informa,NO,Perdido
HX-01331,2026-04-13,Formulario Web,EMP-02,PV-007,Suzuki Best 125,6590000,8,5,SI,no_informa,NO,Perdido
HX-01332,2026-06-16,Meta Ads,EMP-01,PV-002,Suzuki V-Strom 250,21900000,8,6,SI,credito,NO,Perdido
HX-01333,2026-04-17,Meta Ads,EMP-01,PV-005,Suzuki Best 125,6590000,2,1,SI,credito,SI,Perdido
HX-01334,2026-05-30,WhatsApp,EMP-03,PV-014,Suzuki Gixxer 150,11990000,4,7,NO,contado,SI,Perdido
HX-01335,2026-06-22,WhatsApp,EMP-02,PV-008,AKT Evo RS 150,7190000,2,7,SI,credito,NO,Perdido
HX-01336,2026-04-07,WhatsApp,EMP-01,PV-004,AKT Evo RS 150,7190000,1,3,NO,credito,NO,Perdido
HX-01337,2026-04-21,WhatsApp,EMP-03,PV-012,Honda Navi,7290000,2,1,SI,credito,NO,Perdido
HX-01338,2026-05-29,Formulario Web,EMP-01,PV-002,AKT Dynamic R3 125,5590000,72,7,SI,credito,NO,Perdido
HX-01339,2026-04-11,Meta Ads,EMP-02,PV-007,Honda CB 125F Twister,7990000,1,3,NO_INFORMA,credito,NO,Perdido
HX-01340,2026-05-26,Formulario Web,EMP-02,PV-010,Bajaj Pulsar NS 125,8990000,24,5,SI,no_informa,NO,Perdido
HX-01341,2026-03-01,Formulario Web,EMP-03,PV-015,Hero Eco Deluxe 100,4990000,2,7,NO,contado,NO,Perdido
HX-01342,2026-05-30,Meta Ads,EMP-01,PV-004,AKT NKD 125,5290000,16,7,NO,credito,SI,Perdido
HX-01343,2026-06-04,Meta Ads,EMP-01,PV-002,Bajaj Discover 125,6990000,72,2,NO,contado,NO,Perdido
HX-01344,2026-07-26,Formulario Web,EMP-01,PV-005,Suzuki Best 125,6590000,120,7,NO_INFORMA,credito,SI,Perdido
HX-01345,2026-03-01,Meta Ads,EMP-02,PV-009,Bajaj Pulsar RS 200,15490000,2,2,NO_INFORMA,credito,SI,Perdido
HX-01346,2026-05-28,WhatsApp,EMP-01,PV-001,Honda Navi,7290000,72,3,NO,contado,NO,Perdido
HX-01347,2026-07-26,Meta Ads,EMP-01,PV-003,Honda Dio 110,6890000,8,2,SI,credito,NO,Perdido
HX-01348,2026-03-19,Meta Ads,EMP-02,PV-010,Suzuki V-Strom 250,21900000,24,6,NO,credito,SI,Perdido
HX-01349,2026-04-08,WhatsApp,EMP-02,PV-007,Honda Navi,7290000,8,2,NO_INFORMA,credito,NO,Perdido
HX-01350,2026-07-13,Meta Ads,EMP-02,PV-009,Suzuki Best 125,6590000,2,1,NO_INFORMA,credito,NO,Perdido
HX-01351,2026-07-03,WhatsApp,EMP-01,PV-003,Bajaj Pulsar RS 200,15490000,2,3,SI,credito,NO,Cerrado
HX-01352,2026-04-30,WhatsApp,EMP-01,PV-002,Suzuki Best 125,6590000,0.5,4,NO,credito,NO,Perdido
HX-01353,2026-06-08,Meta Ads,EMP-01,PV-003,Bajaj Discover 125,6990000,0.5,7,NO_INFORMA,no_informa,NO,Perdido
HX-01354,2026-05-30,Meta Ads,EMP-02,PV-007,Suzuki V-Strom 250,21900000,8,7,SI,credito,NO,Perdido
HX-01355,2026-06-08,Meta Ads,EMP-02,PV-008,Suzuki GN 125,7490000,16,5,SI,credito,SI,Perdido
HX-01356,2026-05-19,Formulario Web,EMP-01,PV-004,AKT TTR 200,9890000,2,1,NO_INFORMA,no_informa,NO,Perdido
HX-01357,2026-05-14,WhatsApp,EMP-03,PV-015,Honda XRE 300,22900000,16,1,NO_INFORMA,credito,NO,Perdido
HX-01358,2026-06-20,Formulario Web,EMP-01,PV-003,Honda XR 150L,11490000,4,1,SI,credito,SI,Perdido
HX-01359,2026-05-05,WhatsApp,EMP-03,PV-011,Honda Dio 110,6890000,24,5,SI,credito,NO,Perdido
HX-01360,2026-06-01,WhatsApp,EMP-01,PV-004,Honda XRE 300,22900000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-01361,2026-05-22,Formulario Web,EMP-01,PV-001,Suzuki Best 125,6590000,8,1,SI,credito,NO,Perdido
HX-01362,2026-04-26,WhatsApp,EMP-01,PV-001,AKT Dynamic R3 125,5590000,,0,NO,credito,SI,Sin gestión
HX-01363,2026-06-08,WhatsApp,EMP-03,PV-014,Hero Dash 110,6290000,120,3,NO,no_informa,NO,Perdido
HX-01364,2026-05-10,WhatsApp,EMP-02,PV-009,Hero Hunk 160R,10490000,4,1,NO_INFORMA,contado,NO,Cerrado
HX-01365,2026-03-22,Meta Ads,EMP-02,PV-006,Suzuki GN 125,7490000,1,4,SI,contado,NO,Perdido
HX-01366,2026-07-10,WhatsApp,EMP-03,PV-014,AKT Dynamic R3 125,5590000,0.5,4,SI,no_informa,SI,Perdido
HX-01367,2026-05-11,Meta Ads,EMP-02,PV-008,Bajaj Boxer CT 100,5790000,24,4,NO_INFORMA,credito,NO,Perdido
HX-01368,2026-03-04,WhatsApp,EMP-02,PV-008,Suzuki Gixxer 150,11990000,0.5,4,NO_INFORMA,credito,NO,Cerrado
HX-01369,2026-05-25,WhatsApp,EMP-03,PV-012,Hero Eco Deluxe 100,4990000,4,1,NO,credito,NO,Perdido
HX-01370,2026-03-25,WhatsApp,EMP-03,PV-013,Bajaj Boxer CT 100,5790000,,0,SI,credito,NO,Sin gestión
HX-01371,2026-06-20,WhatsApp,EMP-02,PV-007,Bajaj Pulsar RS 200,15490000,8,5,SI,credito,SI,Perdido
